ID,target
1,0.113924382214
3,0.115473348214
4,0.0909733013298
9,0.0671026681419
12,0.117803136816
13,0.0654782259623
21,0.0282797620628
28,0.0283185072076
30,0.157449239817
36,0.0636545089268
38,0.0153859525334
43,0.0868924860259
45,0.0589978213981
48,0.0745768077486
50,0.167203839163
51,0.0515965621814
54,0.185788819461
55,0.0490026778013
59,0.0630665547029
62,0.288308351006
63,0.0287539862019
66,0.0403593347325
69,0.0256647082184
82,0.050351871991
83,0.0731432774807
84,0.0524606624461
86,0.0439709952932
89,0.0144363341609
90,0.240100008787
92,0.0418941118821
98,0.146176561251
100,0.129289544173
105,0.111413264815
115,0.0102848844094
119,0.162975840119
124,0.182329535339
127,0.0308604319455
133,0.0736081141668
140,0.14269889285
141,0.0176776846511
143,0.203966917349
151,0.312105296326
154,0.00160250412574
157,0.0281225769514
163,0.134593282733
166,0.103977754324
168,0.012026567474
170,0.051891919906
173,0.00471631220354
180,0.0755945630065
182,0.0414206550026
184,0.0792843414709
185,0.104043807367
195,0.0836857364899
196,0.217313685591
197,0.0592074022941
212,0.0903016735413
213,0.0508343804308
219,0.0314913645952
225,0.201855587938
227,0.0989043801996
232,0.166371725956
239,0.118609602354
247,0.0607293199777
251,0.234387299875
254,0.149026152518
261,0.0948860447256
264,0.109277746074
267,0.0378403438353
272,0.0659047714656
275,0.0330305087078
277,0.278842342801
283,0.0404486482753
284,0.107036628879
287,0.0910773512682
291,0.017776486077
293,0.085231475143
294,0.0941152268178
305,0.0296535114378
307,0.120148992096
309,0.072640539196
311,0.11431442286
322,0.0637772196514
323,0.0826061170551
326,0.0215279922961
330,0.0724682940138
335,0.0573707757592
337,0.0618994709662
338,0.0813345109594
341,0.122850003674
346,0.0954370343617
348,0.0841700939542
352,0.0253227953409
356,0.0386925810721
358,0.262229291139
366,0.10774819121
369,0.187706045667
373,0.147087668672
375,0.219093577956
381,0.120619131002
384,0.0375069731018
386,0.133057544106
396,0.133947551935
397,0.252544600699
399,0.0738936673907
405,0.00959680932524
412,0.0779789790407
417,0.254656401092
421,0.248592432997
425,0.0421954143511
427,0.0191395835452
430,0.134687967285
432,0.118996814637
433,0.0552100803811
436,0.0300833253888
438,0.0707339002916
441,0.0416279869816
442,0.134456345183
444,0.0526398447234
446,0.049681739774
448,0.022315978383
450,0.0654791189986
454,0.02996647089
465,0.0146058596255
470,0.441718067156
472,0.175361340834
475,0.0317184250032
484,0.023949341661
495,0.0501525001984
497,0.0285687771167
498,0.024077894876
501,0.0883454610457
502,0.0251824409307
505,0.033638796938
515,0.13561495152
516,0.0431618977944
527,0.0543740893951
529,0.539018622438
531,0.0492874227213
533,0.0657564847398
537,0.146247358473
541,0.0399046476495
546,0.0208128997954
548,0.037771920936
549,0.0257742422854
550,0.0630183540726
553,0.0574311170559
559,0.0421252642999
561,0.112226115867
564,0.404900333797
574,0.0831055925557
578,0.0927230673786
579,0.132713162687
580,0.00559443323942
582,0.179851316636
584,0.0126306553726
588,0.131503482055
596,0.12222567226
602,0.0508813782636
603,0.318015225308
613,0.0266932164199
614,0.0962104107715
619,0.0632343256326
620,0.0721709106089
624,0.0214396612362
625,0.0389906918582
628,0.341355729572
630,0.165071620762
635,0.0936930683811
636,0.100699253726
637,0.0123664388774
641,0.022172228037
644,0.0384940196207
648,0.0121729032847
654,0.0917508369949
658,0.142298515838
664,0.0448854689428
666,0.0491978074307
667,0.054339962998
670,0.0188245721153
672,0.0464906904294
674,0.0332224610398
676,0.0594652372609
684,0.0147889289537
685,0.0783026511544
693,0.155007652366
694,0.113641110647
700,0.0984069242235
702,0.124135178626
703,0.0980201155082
705,0.0962913433284
711,0.0940334738189
718,0.08352005139
722,0.0293005466507
726,0.0831362133778
727,0.107774472803
732,0.0320334431112
735,0.0632292479814
740,0.13859780521
748,0.130492536377
750,0.0613226640878
751,0.00450605311591
756,0.0210618924105
762,0.0594017450308
766,0.0292784626333
770,0.0407384059186
771,0.0391911465257
779,0.117608669374
782,0.115436792042
784,0.0504185737378
793,0.106955174923
798,0.0863641445573
800,0.104894445284
801,0.0805603584487
805,0.150967625171
807,0.0600167478803
813,0.0388869540746
819,0.0388070179485
820,0.0982745129377
822,0.0211000924647
823,0.019594037772
833,0.0242197237252
834,0.102176403822
842,0.113651379061
845,0.0837244503051
856,0.0271538185651
860,0.115796061641
864,0.135784415231
869,0.0158993600192
872,0.0302162988664
877,0.095502007375
878,0.0858767995962
893,0.222532436328
894,0.0155489846465
896,0.115717888544
899,0.0382248212173
900,0.0174145349431
911,0.593298600103
914,0.0638575597645
917,0.0483858753125
919,0.11070685977
923,0.750843928232
925,0.080494892396
926,0.593563914362
934,0.0900939819154
938,0.0691892426466
940,0.0636338117511
955,0.104313583245
956,0.0720132984612
971,0.113229134069
973,0.00911279479687
978,0.0436616279909
979,0.00296503998179
981,0.0268445638856
988,0.0948472933692
990,0.0608226594326
992,0.068293113207
996,0.0227331000559
997,0.085523735556
999,0.0598465570775
1000,0.040478964719
1006,0.0596658945438
1009,0.0909934466098
1018,0.100570278477
1025,0.0856198330432
1038,0.034305055784
1042,0.0790053837119
1045,0.0979129298637
1046,0.0126714580069
1047,0.132080885931
1050,0.13001367861
1052,0.0539072357626
1054,0.0314455558954
1057,0.0923131223362
1061,0.063856546446
1069,0.254575854508
1071,0.122318232946
1073,0.0504403814728
1074,0.00546465281191
1075,0.153846973441
1083,0.128998162189
1084,0.146765790436
1089,0.107619618913
1099,0.0791592397597
1103,0.440350243728
1110,0.0195360450012
1123,0.112118843505
1130,0.0938916781614
1135,0.0471066564341
1137,0.0352821297945
1145,0.0247101132884
1147,0.0905169584266
1152,0.00320792255192
1153,0.118848415269
1154,0.0730834312112
1158,0.0129649196546
1166,0.070321810538
1170,0.0706672207322
1172,0.0644169431192
1178,0.0702223936257
1179,0.0184560797338
1181,0.0657584786806
1182,0.0497850585693
1183,0.0170464019856
1191,0.0987889314214
1192,0.578271937597
1200,0.0762985090949
1205,0.107699652223
1207,0.0380460647795
1208,0.100646576335
1209,0.338481359775
1217,0.211679530147
1223,0.060017940686
1225,0.00924104811282
1226,0.164046090685
1228,0.129926823746
1230,0.138887782512
1232,0.0659238093555
1235,0.0123695425225
1237,0.1439270382
1257,0.0526047693935
1266,0.121745082419
1267,0.173545499797
1274,0.0432512853676
1277,0.0141691640352
1278,0.131655199047
1280,0.0391996777942
1282,0.102078262045
1293,0.0988481518312
1294,0.0738316888591
1305,0.0772523349227
1306,0.052291134738
1311,0.0697882897588
1318,0.10276471989
1320,0.0507716378604
1323,0.0493571861167
1325,0.364393812623
1328,0.16262557581
1336,0.139250991424
1340,0.0901467806782
1341,0.0174605411136
1344,0.164255420145
1345,0.118013508431
1348,0.138625879799
1358,0.221083356179
1361,0.0480301202974
1364,0.119240452667
1373,0.0599301876974
1377,0.0554974823373
1378,0.0750631742581
1380,0.0849752944684
1382,0.07382478264
1383,0.13422370891
1386,0.0438887847915
1387,0.489772014509
1390,0.0858424632784
1395,0.0255885965703
1398,0.0717851292387
1402,0.266447691275
1403,0.00666101823679
1405,0.0506711391876
1407,0.1138904355
1410,0.307356612573
1412,0.103004068905
1419,0.19971365063
1426,0.021779181328
1428,0.0603866326429
1436,0.0407260356146
1437,0.486308376335
1438,0.140881241534
1441,0.0660106767655
1444,0.0551997158369
1448,0.12787249724
1454,0.0692497221297
1457,0.064416312767
1459,0.0625598472461
1463,0.086924455709
1467,0.0918667309727
1471,0.197384743267
1475,0.0610225830284
1476,0.108527851198
1480,0.00684453916475
1481,0.060512299512
1482,0.0682804510613
1489,0.149710340137
1491,0.057381294862
1494,0.0940068415166
1496,0.0174634547221
1500,0.00438456505506
1501,0.0299076936555
1503,0.0601275108208
1504,0.198872761493
1505,0.0490688419248
